name,kind,first_reference,source,english_equivalent,source_form,greek_form,name_meaning,equivalent_source,equivalent_confidence,footnote
Emmōr,transliterated_form,Judges 9:28,ot,Hamor,Emmōr,εμμωρ,an ass; clay; dirt,UKJV same-reference witness,0.60,Standard English equivalent: Hamor. Source form: Emmōr. Greek form: εμμωρ. Name meaning: an ass; clay; dirt. Equivalent source: UKJV same-reference witness.
Selmōn,transliterated_form,Judges 9:48,ot,Zalmon,Selmōn,σελμων,his shade; his image,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Zalmon. Source form: Selmōn. Greek form: σελμων. Name meaning: his shade; his image. Equivalent source: UKJV same-reference name-order alignment.
Thebes,place,Judges 9:50,ot,Thebez,Thebes,θεβες,muddy; eggs; fine linen or silk,UKJV same-reference name-order alignment,aligned,Place-name meaning: Thebez — muddy; eggs; fine linen or silk. Standard English equivalent: Thebez. Source form: Thebes. Greek form: θεβες. Equivalent source: UKJV same-reference name-order alignment.
Thōla,transliterated_form,Judges 10:1,ot,Tola,Thōla,θωλα,worm; grub; scarlet,UKJV same-reference witness,0.89,Standard English equivalent: Tola. Source form: Thōla. Greek form: θωλα. Name meaning: worm; grub; scarlet. Equivalent source: UKJV same-reference witness.
Rammō,transliterated_form,Judges 10:5,ot,Camon,Rammō,ραμμω,his resurrection,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Camon. Source form: Rammō. Greek form: ραμμω. Name meaning: his resurrection. Equivalent source: UKJV same-reference name-order alignment.
Astarōths,transliterated_form,Judges 10:6,ot,Ashtaroth,Astarōths,ασταρωθ,"Ashtoreth, flocks; sheep; riches",UKJV same-reference witness,0.89,"Standard English equivalent: Ashtaroth. Source form: Astarōths. Greek form: ασταρωθ. Name meaning: Ashtoreth, flocks; sheep; riches. Equivalent source: UKJV same-reference witness."
Mizpah,place,Judges 10:17,ot,Mizpeh,Mizpah,μασσηφα,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Mizpeh — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Mizpeh. Source form: Mizpah. Greek form: μασσηφα. Equivalent source: UKJV same-reference name-order alignment.
Tōb,transliterated_form,Judges 11:3,ot,Tob,Tōb,τωβ,good; goodness,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Tob. Source form: Tōb. Greek form: τωβ. Name meaning: good; goodness. Equivalent source: UKJV same-reference name-order alignment.
Sēōn,transliterated_form,Judges 11:19,ot,Sihon,Sēōn,σηων,rooting out; conclusion,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Sihon. Source form: Sēōn. Greek form: σηων. Name meaning: rooting out; conclusion. Equivalent source: UKJV same-reference name-order alignment.
Jazēr,transliterated_form,Judges 11:26,ot,Aroer,Jazēr,ιαζηρ,heath; tamarisk,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Aroer. Source form: Jazēr. Greek form: ιαζηρ. Name meaning: heath; tamarisk. Equivalent source: UKJV same-reference name-order alignment.
Aroēr,transliterated_form,Judges 11:33,ot,Aroer,Aroēr,αροηρ,heath; tamarisk,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Aroer. Source form: Aroēr. Greek form: αροηρ. Name meaning: heath; tamarisk. Equivalent source: UKJV same-reference name-order alignment.
Semōith,transliterated_form,Judges 11:33,ot,Minnith,Semōith,σεμωιθ,same as Minni,UKJV same-reference witness,0.57,Standard English equivalent: Minnith. Source form: Semōith. Greek form: σεμωιθ. Name meaning: same as Minni. Equivalent source: UKJV same-reference witness.
Ailōn,transliterated_form,Judges 12:11,ot,Elon,Ailōn,αιλων,oak; grove; strong,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Elon. Source form: Ailōn. Greek form: αιλων. Name meaning: oak; grove; strong. Equivalent source: UKJV same-reference name-order alignment.
Zebulunite,people_group,Judges 12:11,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Labdōn,transliterated_form,Judges 12:13,ot,Abdon,Labdōn,λαβδων,servant; cloud of judgment,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Abdon. Source form: Labdōn. Greek form: λαβδων. Name meaning: servant; cloud of judgment. Equivalent source: UKJV same-reference name-order alignment.
Sellēm,transliterated_form,Judges 12:13,ot,Hillel,Sellēm,σελλημ,he that praises,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Hillel. Source form: Sellēm. Greek form: σελλημ. Name meaning: he that praises. Equivalent source: UKJV same-reference name-order alignment.
Phraathōnite,transliterated_form,Judges 12:13,ot,Pirathonite,Phraathōnite,φρααθωνιτης,his dissipation or deprivation; his rupture,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Pirathonite. Source form: Phraathōnite. Greek form: φρααθωνιτης. Name meaning: his dissipation or deprivation; his rupture. Equivalent source: UKJV same-reference name-order alignment.
Phraathōn,transliterated_form,Judges 12:15,ot,Pirathon,Phraathōn,φρααθων,his dissipation or deprivation; his rupture,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Pirathon. Source form: Phraathōn. Greek form: φρααθων. Name meaning: his dissipation or deprivation; his rupture. Equivalent source: UKJV same-reference name-order alignment.
Manoah,person,Judges 13:2,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Nazirite,people_group,Judges 13:5,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Gazites,people_group,Judges 16:2,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Sōrēch,transliterated_form,Judges 16:4,ot,Sorek,Sōrēch,σωρηχ,vine; hissing; a color inclining to yellow,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Sorek. Source form: Sōrēch. Greek form: σωρηχ. Name meaning: vine; hissing; a color inclining to yellow. Equivalent source: UKJV same-reference name-order alignment.
Dagon,supernatural_being,Judges 16:23,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Micha,person,Judges 17:1,ot,,,,,,,Source text carries this as a personal name; retained as a proper noun rather than translated as ordinary vocabulary.
Bethleem,place,Judges 17:7,ot,Bethlehem,Bethleem,βηθλεεμ,house of bread,manual/standard English equivalent,manual,Place-name meaning: Bethlehem — house of bread. Standard English equivalent: Bethlehem. Source form: Bethleem. Greek form: βηθλεεμ. Equivalent source: manual/standard English equivalent.
Gērsōm,transliterated_form,Judges 18:30,ot,Gershom,Gērsōm,γηρσωμ,a stranger here,UKJV same-reference witness,0.92,Standard English equivalent: Gershom. Source form: Gērsōm. Greek form: γηρσωμ. Name meaning: a stranger here. Equivalent source: UKJV same-reference witness.
Belial,supernatural_being,Judges 20:13,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Lebōna,transliterated_form,Judges 21:19,ot,Lebonah,Lebōna,λεβωνα,same as Labana,UKJV same-reference witness,0.92,Standard English equivalent: Lebonah. Source form: Lebōna. Greek form: λεβωνα. Name meaning: same as Labana. Equivalent source: UKJV same-reference witness.
Ephrathites,people_group,Ruth 1:2,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Thamar,transliterated_form,Ruth 4:12,ot,Tamar,Thamar,θαμαρ,palm; palm-tree,manual/standard English equivalent,manual,Standard English equivalent: Tamar. Source form: Thamar. Greek form: θαμαρ. Name meaning: palm; palm-tree. Equivalent source: manual/standard English equivalent.
Ōbēd,transliterated_form,Ruth 4:17,ot,Obed,Ōbēd,ωβηδ,a servant; workman,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Obed. Source form: Ōbēd. Greek form: ωβηδ. Name meaning: a servant; workman. Equivalent source: UKJV same-reference name-order alignment.
Esrōn,transliterated_form,Ruth 4:18,ot,Hezron,Esrōn,εσρων,the dart of joy; the division of the song,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Hezron. Source form: Esrōn. Greek form: εσρων. Name meaning: the dart of joy; the division of the song. Equivalent source: UKJV same-reference name-order alignment.
Naassōn,transliterated_form,Ruth 4:20,ot,Nahshon,Naassōn,ναασσων,same as Naashon,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Nahshon. Source form: Naassōn. Greek form: ναασσων. Name meaning: same as Naashon. Equivalent source: UKJV same-reference name-order alignment.
Siphā,transliterated_form,1 Samuel 1:1,ot,Ephraim,Siphā,σιφα,Fruitful; doubly fruitful,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Ephraim. Source form: Siphā. Greek form: σιφα. Name meaning: Fruitful; doubly fruitful. Equivalent source: UKJV same-reference name-order alignment.
Ieremeēl,transliterated_form,1 Samuel 1:1,ot,Ieremeel,Ieremeēl,ιερεμεηλ,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Ieremeel. Source form: Ieremeēl. Greek form: ιερεμεηλ. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Sabaōth,transliterated_form,1 Samuel 1:3,ot,LORD of hosts,Sabaōth,σαβαωθ,Yahweh of armies; Lord of heavenly hosts,manual/standard English equivalent,manual,Standard English equivalent: LORD of hosts. Source form: Sabaōth. Greek form: σαβαωθ. Name meaning: Yahweh of armies; Lord of heavenly hosts. Equivalent source: manual/standard English equivalent.
Shilō,transliterated_form,1 Samuel 1:3,ot,Shiloh,Shilō,σηλω,sent,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Shiloh. Source form: Shilō. Greek form: σηλω. Name meaning: sent. Equivalent source: UKJV same-reference name-order alignment.
Ophni,place,1 Samuel 1:3,ot,Hophni,Ophni,οφνι,meaning uncertain/not securely attested in the consulted name dictionaries,UKJV same-reference name-order alignment,aligned,Place-name meaning: Hophni — meaning uncertain/not securely attested in the consulted name dictionaries. Standard English equivalent: Hophni. Source form: Ophni. Greek form: οφνι. Equivalent source: UKJV same-reference name-order alignment.
Adōnai,transliterated_form,1 Samuel 1:11,ot,Adonai,Adōnai,αδωναι,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Adonai. Source form: Adōnai. Greek form: αδωναι. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Elōai,transliterated_form,1 Samuel 1:11,ot,Eloai,Elōai,ελωαι,meaning uncertain/not securely attested in the consulted name dictionaries,normalized source form,fallback,Standard English equivalent: Eloai. Source form: Elōai. Greek form: ελωαι. Name meaning: meaning uncertain/not securely attested in the consulted name dictionaries. Equivalent source: normalized source form.
Abenezēr,transliterated_form,1 Samuel 4:1,ot,Ebenezer,Abenezēr,αβενεζερ,the stone of help,UKJV same-reference witness,0.88,Standard English equivalent: Ebenezer. Source form: Abenezēr. Greek form: αβενεζερ. Name meaning: the stone of help. Equivalent source: UKJV same-reference witness.
Barchabōth,transliterated_form,1 Samuel 4:21,ot,Ichabod,Barchabōth,βαρχαβωθ,"where is the glory? or, no glory",UKJV same-reference witness,0.59,"Standard English equivalent: Ichabod. Source form: Barchabōth. Greek form: βαρχαβωθ. Name meaning: where is the glory? or, no glory. Equivalent source: UKJV same-reference witness."
Abennezēr,transliterated_form,1 Samuel 5:1,ot,Ebenezer,Abennezēr,αβεννεζερ,the stone of help,UKJV same-reference witness,0.82,Standard English equivalent: Ebenezer. Source form: Abennezēr. Greek form: αβεννεζερ. Name meaning: the stone of help. Equivalent source: UKJV same-reference witness.
Gittites,people_group,1 Samuel 5:8,ot,,,,,,,Ethnic or group proper noun; retained as a people-name rather than translated as ordinary vocabulary.
Ōsēe,transliterated_form,1 Samuel 6:14,ot,Hoshea,Ōsēe,ωσηε,Salvation,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Hoshea. Source form: Ōsēe. Greek form: ωσηε. Name meaning: Salvation. Equivalent source: UKJV same-reference name-order alignment.
Astarōth,transliterated_form,1 Samuel 7:4,ot,Ashtaroth,Astarōth,ασταρωθ,"Ashtoreth, flocks; sheep; riches",UKJV same-reference name-order alignment,aligned,"Standard English equivalent: Ashtaroth. Source form: Astarōth. Greek form: ασταρωθ. Name meaning: Ashtoreth, flocks; sheep; riches. Equivalent source: UKJV same-reference name-order alignment."
Helper,supernatural_being,1 Samuel 7:12,ot,,,,,,,Source text carries this as a divine or supernatural name/title; retained as a proper noun.
Jōēl,transliterated_form,1 Samuel 8:2,ot,Joel,Jōēl,ιωηλ,he that wills or commands,UKJV same-reference name-order alignment,aligned,Standard English equivalent: Joel. Source form: Jōēl. Greek form: ιωηλ. Name meaning: he that wills or commands. Equivalent source: UKJV same-reference name-order alignment.
